toolshed.g2.bx.psu.edu/repos/iuc/nanoplot/nanoplot/1.25.0+galaxy1	2019-09-01	64
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0	2019-09-01	63
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/3.0.2.0	2019-09-01	63
toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/2.0.2	2019-09-01	63
comp1	2019-09-01	61
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/3.0.2.0	2019-09-01	59
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/3.1.2.0.0	2019-09-01	59
toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/2.1	2019-09-01	59
toolshed.g2.bx.psu.edu/repos/iuc/goseq/goseq/1.34.0+galaxy1	2019-09-01	57
toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0	2019-09-01	56
toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.2.0	2019-09-01	55
toolshed.g2.bx.psu.edu/repos/rnateam/mirdeep2_quantifier/rbc_mirdeep2_quantifier/2.0.0	2019-09-01	53
Grouping1	2019-09-01	51
toolshed.g2.bx.psu.edu/repos/iuc/qiime_align_seqs/qiime_align_seqs/1.9.1.0	2019-09-01	50
toolshed.g2.bx.psu.edu/repos/devteam/samtools_idxstats/samtools_idxstats/2.0.2	2019-09-01	50
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper/0.3.3	2019-09-01	49
toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/2.1.1	2019-09-01	48
toolshed.g2.bx.psu.edu/repos/bebatut/combine_metaphlan2_humann2/combine_metaphlan2_humann2/0.1.0	2019-09-01	48
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.1.0	2019-09-01	47
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.27.1	2019-09-01	46
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.27.1	2019-09-01	46
toolshed.g2.bx.psu.edu/repos/iuc/roary/roary/3.12.0+galaxy0	2019-09-01	44
CONVERTER_interval_to_bed_0	2019-09-01	44
toolshed.g2.bx.psu.edu/repos/iuc/collection_column_join/collection_column_join/0.0.3	2019-09-01	43
toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_otu/mothur_classify_otu/1.39.5.0	2019-09-01	42
toolshed.g2.bx.psu.edu/repos/crs4/bwa_mem/bwa_mem/0.8.0	2019-09-01	42
toolshed.g2.bx.psu.edu/repos/iuc/datamash_transpose/datamash_transpose/1.0.6	2019-09-01	42
toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_vsearch/mothur_chimera_vsearch/1.39.5.1	2019-09-01	42
CONVERTER_bam_to_bigwig_0	2019-09-01	41
toolshed.g2.bx.psu.edu/repos/devteam/sam_bitwise_flag_filter/sam_bw_filter/1.0.0	2019-09-01	41
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicplotviewpoint/hicexplorer_hicplotviewpoint/2.1.4.0	2019-09-01	41
toolshed.g2.bx.psu.edu/repos/iuc/filtlong/filtlong/0.2.0	2019-09-01	41
toolshed.g2.bx.psu.edu/repos/devteam/vcf2tsv/vcf2tsv/1.0.0_rc1+galaxy0	2019-09-01	40
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_fingerprint/deeptools_plot_fingerprint/3.0.2.0	2019-09-01	40
toolshed.g2.bx.psu.edu/repos/iuc/mothur_filter_seqs/mothur_filter_seqs/1.39.5.0	2019-09-01	40
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicplotmatrix/hicexplorer_hicplotmatrix/2.1.4.0	2019-09-01	39
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65	2019-09-01	39
toolshed.g2.bx.psu.edu/repos/iuc/umi_tools_extract/umi_tools_extract/0.5.3.2	2019-09-01	38
toolshed.g2.bx.psu.edu/repos/devteam/samtools_sort/samtools_sort/2.0.2	2019-09-01	38
toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.20.1+galaxy1	2019-09-01	37
Count1	2019-09-01	37
toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.39.5.0	2019-09-01	37
__EXTRACT_DATASET__	2019-09-01	35
toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.36.1.0	2019-09-01	35
secure_hash_message_digest	2019-09-01	35
toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.39.5.0	2019-09-01	35
toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.39.5.0	2019-09-01	35
toolshed.g2.bx.psu.edu/repos/ecology/vigiechiro_bilanenrichipf/vigiechiro_bilanenrichipf/0.1.1	2019-09-01	35
toolshed.g2.bx.psu.edu/repos/iuc/trinity/trinity/2.8.4	2019-09-01	34
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.27.0.0	2019-09-01	34
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_column/1.1.3	2019-09-01	34
toolshed.g2.bx.psu.edu/repos/iuc/metaphlan2/metaphlan2/2.6.0.0	2019-09-01	34
toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.8	2019-09-01	33
CONVERTER_bed_gff_or_vcf_to_bigwig_0	2019-09-01	33
toolshed.g2.bx.psu.edu/repos/devteam/bowtie_wrappers/bowtie_wrapper/1.2.0	2019-09-01	32
toolshed.g2.bx.psu.edu/repos/iuc/minimap2/minimap2/2.12	2019-09-01	32
toolshed.g2.bx.psu.edu/repos/iuc/query_tabular/query_tabular/3.0.0	2019-09-01	32
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_mergefa/1.3.1	2019-09-01	32
toolshed.g2.bx.psu.edu/repos/iuc/snippy/snippy_core/3.2	2019-09-01	32
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.27.1	2019-09-01	32
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0.1	2019-09-01	32
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.4.3	2019-09-01	32
toolshed.g2.bx.psu.edu/repos/iuc/jbrowse/jbrowse/1.16.5+galaxy4	2019-09-01	32
toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_seqs/mothur_count_seqs/1.39.5.0	2019-09-01	31
toolshed.g2.bx.psu.edu/repos/iuc/seqtk/seqtk_sample/1.3.1	2019-09-01	31
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.72	2019-09-01	30
toolshed.g2.bx.psu.edu/repos/iuc/ggplot2_heatmap2/ggplot2_heatmap2/3.0.1	2019-09-01	30
addValue	2019-09-01	30
toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.39.5.0	2019-09-01	29
toolshed.g2.bx.psu.edu/repos/iuc/raceid_inspectclusters/raceid_inspectclusters/3.1	2019-09-01	29
toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/1.0.0	2019-09-01	29
toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.3+T.galaxy1	2019-09-01	29
toolshed.g2.bx.psu.edu/repos/iuc/pilon/pilon/1.20.1	2019-09-01	29
toolshed.g2.bx.psu.edu/repos/iuc/graphlan/graphlan/1.0.0.0	2019-09-01	29
toolshed.g2.bx.psu.edu/repos/devteam/varscan_version_2/varscan/2.4.2	2019-09-01	29
CONVERTER_ref_to_seq_taxomony	2019-09-01	29
toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_shared/mothur_make_shared/1.39.5.0	2019-09-01	28
toolshed.g2.bx.psu.edu/repos/iuc/metaphlan2krona/metaphlan2krona/2.6.0.0	2019-09-01	28
toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_contigs/mothur_make_contigs/1.39.5.0	2019-09-01	28
toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer/fastq_trimmer/1.1.1	2019-09-01	28
toolshed.g2.bx.psu.edu/repos/devteam/intersect/gops_intersect_1/0.0.1	2019-09-01	28
toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_lineage/mothur_remove_lineage/1.39.5.0	2019-09-01	28
Show beginning1	2019-09-01	28
toolshed.g2.bx.psu.edu/repos/devteam/column_maker/Add_a_column1/1.1.0	2019-09-01	28
toolshed.g2.bx.psu.edu/repos/iuc/humann2/humann2/0.11.1.0	2019-09-01	27
toolshed.g2.bx.psu.edu/repos/iuc/graphlan_annotate/graphlan_annotate/1.0.0.0	2019-09-01	26
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.69	2019-09-01	26
toolshed.g2.bx.psu.edu/repos/bebatut/format_metaphlan2_output/format_metaphlan2_output/0.1.0	2019-09-01	26
toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	2019-09-01	25
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hiccorrectmatrix/hicexplorer_hiccorrectmatrix/2.1.4.0	2019-09-01	25
toolshed.g2.bx.psu.edu/repos/bgruening/interproscan5/interproscan/5.0.0	2019-09-01	25
toolshed.g2.bx.psu.edu/repos/bgruening/racon/racon/1.3.1.1	2019-09-01	24
toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/5.0.2+galaxy0	2019-09-01	24
toolshed.g2.bx.psu.edu/repos/iuc/humann2_genefamilies_genus_level/humann2_genefamilies_genus_level/0.11.1.0	2019-09-01	24
toolshed.g2.bx.psu.edu/repos/bebatut/group_humann2_uniref_abundances_to_go/group_humann2_uniref_abundances_to_go/1.2.0	2019-09-01	24
toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0.2+galaxy1	2019-09-01	24
toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_dereplication/1.9.7.0	2019-09-01	24
toolshed.g2.bx.psu.edu/repos/iuc/gfa_to_fa/gfa_to_fa/0.1.0	2019-09-01	24
toolshed.g2.bx.psu.edu/repos/iuc/export2graphlan/export2graphlan/0.19	2019-09-01	24
toolshed.g2.bx.psu.edu/repos/iuc/multiqc/multiqc/1.6	2019-09-01	24
toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgpeakcall/2.1.1.20160309.0	2019-09-01	24
toolshed.g2.bx.psu.edu/repos/rnateam/sortmerna/bg_sortmerna/2.1b.4	2019-09-01	24
toolshed.g2.bx.psu.edu/repos/iuc/gemini_query/gemini_query/0.20.1	2019-09-01	23
toolshed.g2.bx.psu.edu/repos/iuc/mothur_rarefaction_single/mothur_rarefaction_single/1.39.5.0	2019-09-01	23
toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_groups/mothur_count_groups/1.39.5.0	2019-09-01	23
toolshed.g2.bx.psu.edu/repos/iuc/kallisto_quant/kallisto_quant/0.43.1.4	2019-09-01	23
toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.1	2019-09-01	23
toolshed.g2.bx.psu.edu/repos/nml/staramr/staramr_search/0.5.1	2019-09-01	23
toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_single/mothur_summary_single/1.39.5.0	2019-09-01	23
intermine	2019-09-01	22
toolshed.g2.bx.psu.edu/repos/iuc/mothur_sub_sample/mothur_sub_sample/1.39.5.0	2019-09-01	22
Paste1	2019-09-01	22
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/3.0.2.0	2019-09-01	22
toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_shared/mothur_dist_shared/1.39.5.0	2019-09-01	22
toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.39.5.0	2019-09-01	22
toolshed.g2.bx.psu.edu/repos/iuc/fgsea/fgsea/1.8.0+galaxy1	2019-09-01	21
toolshed.g2.bx.psu.edu/repos/iuc/gatk2/gatk2_realigner_target_creator/0.0.7	2019-09-01	21
toolshed.g2.bx.psu.edu/repos/nilesh/rseqc/rseqc_infer_experiment/2.6.4.1	2019-09-01	21
toolshed.g2.bx.psu.edu/repos/gbcs-embl-heidelberg/je_demultiplex/je_demultiplex/1.2.1	2019-09-01	21
wig_to_bigWig	2019-09-01	21
toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.1.1	2019-09-01	19
toolshed.g2.bx.psu.edu/repos/nml/metaspades/metaspades/3.9.0	2019-09-01	19
toolshed.g2.bx.psu.edu/repos/crs4/taxonomy_krona_chart/taxonomy_krona_chart/2.6.1.1	2019-09-01	19
toolshed.g2.bx.psu.edu/repos/iuc/tsne/tsne/0.0.2	2019-09-01	19
toolshed.g2.bx.psu.edu/repos/nml/spades/spades/3.12.0+galaxy1	2019-09-01	19
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.1.0	2019-09-01	19
toolshed.g2.bx.psu.edu/repos/iuc/rnaspades/rnaspades/3.9.0.1	2019-09-01	19
toolshed.g2.bx.psu.edu/repos/iuc/umi_tools_extract/umi_tools_extract/0.5.5.0	2019-09-01	19
toolshed.g2.bx.psu.edu/repos/iuc/kraken2/kraken2/2.0.8_beta+galaxy0	2019-09-01	19
ds_seek_test	2019-09-01	19
toolshed.g2.bx.psu.edu/repos/bgruening/bigwig_to_bedgraph/bigwig_to_bedgraph/0.1.0	2019-09-01	18
toolshed.g2.bx.psu.edu/repos/iuc/mlst/mlst/2.16.1	2019-09-01	18
toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.2	2019-09-01	18
toolshed.g2.bx.psu.edu/repos/galaxyp/openms_falsediscoveryrate/FalseDiscoveryRate/2.3.0	2019-09-01	18
toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.5	2019-09-01	18
toolshed.g2.bx.psu.edu/repos/devteam/megablast_wrapper/megablast_wrapper/1.2.0	2019-09-01	18
toolshed.g2.bx.psu.edu/repos/devteam/fastx_reverse_complement/cshl_fastx_reverse_complement/1.0.2	2019-09-01	18
toolshed.g2.bx.psu.edu/repos/iuc/table_compute/table_compute/0.9.1	2019-09-01	17
toolshed.g2.bx.psu.edu/repos/galaxyp/filter_by_fasta_ids/filter_by_fasta_ids/2.1	2019-09-01	17
toolshed.g2.bx.psu.edu/repos/gbcs-embl-heidelberg/je_clip/je_clip/1.2.1	2019-09-01	17
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.1	2019-09-01	17
toolshed.g2.bx.psu.edu/repos/iuc/maker/maker/2.31.10	2019-09-01	17
toolshed.g2.bx.psu.edu/repos/devteam/vcfcombine/vcfcombine/1.0.0_rc1+galaxy0	2019-09-01	17
toolshed.g2.bx.psu.edu/repos/iuc/fasta_stats/fasta-stats/1.0.1	2019-09-01	17
toolshed.g2.bx.psu.edu/repos/galaxyp/unipept/unipept/4.0.0	2019-09-01	17
toolshed.g2.bx.psu.edu/repos/devteam/cummerbund/cummeRbund/2.16.0	2019-09-01	17
toolshed.g2.bx.psu.edu/repos/devteam/subtract/gops_subtract_1/1.0.0	2019-09-01	16
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/3.0.2.0	2019-09-01	16
toolshed.g2.bx.psu.edu/repos/galaxyp/openms_idposteriorerrorprobability/IDPosteriorErrorProbability/2.3.0	2019-09-01	16
toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_biom/mothur_make_biom/1.39.5.0	2019-09-01	16
toolshed.g2.bx.psu.edu/repos/iuc/raceid_filtnormconf/raceid_filtnormconf/3.1	2019-09-01	16
toolshed.g2.bx.psu.edu/repos/galaxyp/cardinal_quality_report/cardinal_quality_report/1.12.1.3	2019-09-01	16
CONVERTER_bedgraph_to_bigwig	2019-09-01	16
toolshed.g2.bx.psu.edu/repos/galaxyp/openms_idfilter/IDFilter/2.3.0	2019-09-01	16
toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.6.0	2019-09-01	16
toolshed.g2.bx.psu.edu/repos/iuc/quast/quast/4.6.3	2019-09-01	16
toolshed.g2.bx.psu.edu/repos/galaxyp/regex_find_replace/regex1/1.0.0	2019-09-01	15
toolshed.g2.bx.psu.edu/repos/bgruening/hicexplorer_hicbuildmatrix/hicexplorer_hicbuildmatrix/2.1.4.0	2019-09-01	15
toolshed.g2.bx.psu.edu/repos/rnateam/dorina/dorina_search/1.0.0	2019-09-01	15
toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.1	2019-09-01	15
toolshed.g2.bx.psu.edu/repos/ecology/spocc_occ/spocc_occ/0.9.0	2019-09-01	15
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_find_and_replace/1.1.2	2019-09-01	15
toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/2.18.2.1	2019-09-01	15
__EXPORT_HISTORY__	2019-09-01	15
toolshed.g2.bx.psu.edu/repos/bgruening/sklearn_train_test_eval/sklearn_train_test_eval/1.0.7.10	2019-09-01	15
toolshed.g2.bx.psu.edu/repos/iuc/mummer_nucmer/mummer_nucmer/4.0.0beta2	2019-09-01	15
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.27.0.2	2019-09-01	14
toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.8+galaxy1	2019-09-01	14
toolshed.g2.bx.psu.edu/repos/galaxyp/uniprotxml_downloader/uniprotxml_downloader/2.1.0	2019-09-01	14
toolshed.g2.bx.psu.edu/repos/iuc/goseq/goseq/1.36.0+galaxy0	2019-09-01	14
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_grep_tool/1.1.1	2019-09-01	14
toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.10.0	2019-09-01	14
toolshed.g2.bx.psu.edu/repos/iuc/charts/charts/1.0.1	2019-09-01	14
